State,Date,Total,Category
Connecticut,2021-10-17,79115418.4,Beverages
Connecticut,2021-10-24,79963453.49999999,Beverages
Connecticut,2021-10-31,77952094.9,Beverages
Connecticut,2021-11-04,54576849.400000006,Beverages
Connecticut,2021-11-07,60408635.6,Beverages
Connecticut,2021-11-14,81330192.8,Beverages
Connecticut,2021-11-21,84134165.89999999,Beverages
Connecticut,2021-11-28,79050121.80000001,Beverages
Connecticut,2021-12-09,58979019.1,Beverages
Connecticut,2021-12-12,80338614.1,Beverages
Connecticut,2021-12-19,84685485.7,Beverages
Connecticut,2021-12-26,84664547.69999999,Beverages
Connecticut,2022-01-05,84565666.9,Beverages
Connecticut,2022-01-16,79998410.3,Beverages
Connecticut,2022-01-23,75730959.9,Beverages
Connecticut,2022-01-30,79225631.39999999,Beverages
Connecticut,2022-02-01,78707959.6,Beverages
Connecticut,2022-02-10,88582157.1,Beverages
Connecticut,2022-02-13,77308767.5,Beverages
Connecticut,2022-02-20,75044847.5,Beverages
Connecticut,2022-02-27,78074991.60000001,Beverages
Connecticut,2022-03-04,83539947.4,Beverages
Connecticut,2022-03-07,101589519.00000001,Beverages
Connecticut,2022-03-13,79458362.89999999,Beverages
Connecticut,2022-03-20,79850855.30000001,Beverages
Connecticut,2022-03-27,80412221.39999999,Beverages
Connecticut,2022-04-09,93921008.80000001,Beverages
Connecticut,2022-04-12,81630154.10000001,Beverages
Connecticut,2022-04-17,83716932.0,Beverages
Connecticut,2022-04-24,78705229.1,Beverages
Connecticut,2022-05-06,92901719.9,Beverages
Connecticut,2022-05-15,86752612.39999999,Beverages
Connecticut,2022-05-22,95588771.2,Beverages
Connecticut,2022-05-29,92648750.60000001,Beverages
Connecticut,2022-06-02,78867982.99999999,Beverages
Connecticut,2022-06-03,81244603.7,Beverages
Connecticut,2022-06-11,88105835.19999999,Beverages
Connecticut,2022-06-19,91475328.9,Beverages
Connecticut,2022-06-26,93202712.30000001,Beverages
Connecticut,2022-07-08,95748091.19999999,Beverages
Connecticut,2022-07-17,93692698.70000002,Beverages
Connecticut,2022-07-24,93947415.8,Beverages
Connecticut,2022-07-31,94252643.60000001,Beverages
Connecticut,2022-08-05,87613823.0,Beverages
Connecticut,2022-08-14,93238518.4,Beverages
Connecticut,2022-08-21,94701139.4,Beverages
Connecticut,2022-08-28,93541953.7,Beverages
Connecticut,2022-09-01,79982309.39999999,Beverages
Connecticut,2022-09-10,88062177.4,Beverages
Connecticut,2022-09-18,86482696.30000001,Beverages
Connecticut,2022-09-25,87625521.70000002,Beverages
Connecticut,2022-10-04,84788564.3,Beverages
Connecticut,2022-10-07,94364112.5,Beverages
Connecticut,2022-10-16,83598256.39999999,Beverages
Connecticut,2022-10-23,84847909.19999999,Beverages
Connecticut,2022-10-30,82234259.10000001,Beverages
Connecticut,2022-11-09,87799469.39999999,Beverages
Connecticut,2022-11-12,85484044.10000001,Beverages
Connecticut,2022-11-13,84784922.2,Beverages
Connecticut,2022-11-20,87584795.80000001,Beverages
Connecticut,2022-11-27,89099386.0,Beverages
Connecticut,2022-12-06,94343154.0,Beverages
Connecticut,2022-12-18,87927075.00000001,Beverages
Connecticut,2022-12-25,94160701.8,Beverages
Connecticut,2023-01-01,81444065.5,Beverages
Connecticut,2023-01-15,81338878.49999999,Beverages
Connecticut,2023-01-22,80180535.60000001,Beverages
Connecticut,2023-01-29,81503817.9,Beverages
Connecticut,2023-02-04,86141282.2,Beverages
Connecticut,2023-02-19,81341663.5,Beverages
Connecticut,2023-02-26,82172856.8,Beverages
Connecticut,2023-03-19,91217475.1,Beverages
Connecticut,2023-03-26,83520434.0,Beverages
Connecticut,2023-04-16,89649419.7,Beverages
Connecticut,2023-04-23,87752373.19999999,Beverages
Connecticut,2023-04-30,88123968.3,Beverages
Connecticut,2023-05-02,82428772.89999999,Beverages
Connecticut,2023-05-03,88221789.39999999,Beverages
Connecticut,2023-07-05,93007531.1,Beverages
Connecticut,2023-08-01,84761850.2,Beverages
Connecticut,2023-09-04,91590688.60000001,Beverages
Connecticut,2023-12-02,82315194.3,Beverages
Connecticut,2023-12-03,95286711.39999999,Beverages
Florida,2019-01-12,358112985.7,Beverages
Florida,2019-03-11,389736360.6,Beverages
Florida,2019-06-10,397812263.7,Beverages
Florida,2019-08-12,369604454.5,Beverages
Florida,2019-10-11,386937677.8,Beverages
Florida,2019-10-13,391310683.6,Beverages
Florida,2019-10-20,386318006.0,Beverages
Florida,2019-10-27,383741451.2,Beverages
Florida,2019-11-17,388918010.90000004,Beverages
Florida,2019-11-24,382545143.8,Beverages
Florida,2019-12-15,370622457.90000004,Beverages
Florida,2019-12-22,392523627.2,Beverages
Florida,2019-12-29,383971631.40000004,Beverages
Florida,2020-01-03,418283543.5,Beverages
Florida,2020-01-11,418301136.4,Beverages
Florida,2020-01-19,379065263.20000005,Beverages
Florida,2020-01-26,368781893.7,Beverages
Florida,2020-02-02,384924916.40000004,Beverages
Florida,2020-02-08,430782299.59999996,Beverages
Florida,2020-02-16,394220223.2,Beverages
Florida,2020-02-23,399232704.2,Beverages
Florida,2020-03-05,415458416.5,Beverages
Florida,2020-03-15,501395271.90000004,Beverages
Florida,2020-03-22,456728427.6,Beverages
Florida,2020-03-29,415475921.7,Beverages
Florida,2020-04-10,405135428.7,Beverages
Florida,2020-04-19,406314240.9,Beverages
Florida,2020-04-26,403638588.4,Beverages
Florida,2020-05-01,384552790.5,Beverages
Florida,2020-05-04,414217511.0,Beverages
Florida,2020-05-07,448570750.59999996,Beverages
Florida,2020-05-17,418764433.3,Beverages
Florida,2020-05-24,433358492.9,Beverages
Florida,2020-05-31,425634982.7,Beverages
Florida,2020-06-09,390860704.8,Beverages
Florida,2020-06-12,386563175.0,Beverages
Florida,2020-06-14,418428105.3,Beverages
Florida,2020-06-21,430682945.8,Beverages
Florida,2020-06-28,455034694.70000005,Beverages
Florida,2020-07-06,418545830.6,Beverages
Florida,2020-07-19,428211673.7,Beverages
Florida,2020-07-26,417570225.3,Beverages
Florida,2020-08-03,431690355.7,Beverages
Florida,2020-08-11,402426821.40000004,Beverages
Florida,2020-08-16,420287991.7,Beverages
Florida,2020-08-23,432183858.90000004,Beverages
Florida,2020-08-30,498199308.5,Beverages
Florida,2020-09-02,385408868.9,Beverages
Florida,2020-09-08,416202636.5,Beverages
Florida,2020-09-13,389580757.3,Beverages
Florida,2020-09-20,401149841.8,Beverages
Florida,2020-09-27,402325924.5,Beverages
Florida,2020-10-05,414827331.70000005,Beverages
Florida,2020-10-18,408146193.20000005,Beverages
Florida,2020-10-25,404464567.2,Beverages
Florida,2020-11-10,408643646.6,Beverages
Florida,2020-11-15,393181793.40000004,Beverages
Florida,2020-11-22,428095160.3,Beverages
Florida,2020-11-29,373685633.3,Beverages
Florida,2020-12-01,380194398.70000005,Beverages
Florida,2020-12-04,405555022.4,Beverages
Florida,2020-12-07,411049343.9,Beverages
Florida,2020-12-13,392477293.1,Beverages
Florida,2020-12-20,418158146.90000004,Beverages
Florida,2020-12-27,396895270.59999996,Beverages
Florida,2021-01-08,474960315.0,Beverages
Florida,2021-01-17,404563342.0,Beverages
Florida,2021-01-24,396317574.3,Beverages
Florida,2021-01-31,407009773.40000004,Beverages
Florida,2021-02-05,456177067.5,Beverages
Florida,2021-02-14,417646269.8,Beverages
Florida,2021-02-21,416763943.5,Beverages
Florida,2021-02-28,437229448.3,Beverages
Florida,2021-03-01,407668716.9,Beverages
Florida,2021-03-10,650291093.9000001,Beverages
Florida,2021-03-14,528051576.6,Beverages
Florida,2021-03-21,500049042.4,Beverages
Florida,2021-03-28,458062674.6,Beverages
Florida,2021-04-04,452821844.2,Beverages
Florida,2021-04-07,495492035.2,Beverages
Florida,2021-04-18,439545090.6,Beverages
Florida,2021-04-25,437757559.79999995,Beverages
Florida,2021-05-09,463238157.8,Beverages
Florida,2021-05-12,614205921.5,Beverages
Florida,2021-05-16,454518215.6,Beverages
Florida,2021-05-23,461793037.3,Beverages
Florida,2021-05-30,468613673.09999996,Beverages
Florida,2021-06-06,453226022.3,Beverages
Florida,2021-06-13,468182254.59999996,Beverages
Florida,2021-06-20,463942370.3,Beverages
Florida,2021-06-27,471658231.20000005,Beverages
Florida,2021-07-02,408426576.3,Beverages
Florida,2021-07-03,451704203.59999996,Beverages
Florida,2021-07-11,626921178.5,Beverages
Florida,2021-07-18,461906089.2,Beverages
Florida,2021-07-25,464260466.3,Beverages
Florida,2021-08-08,460012876.7,Beverages
Florida,2021-08-15,465739560.8,Beverages
Florida,2021-08-22,462049706.20000005,Beverages
Florida,2021-08-29,451769857.0,Beverages
Florida,2021-09-05,463060774.29999995,Beverages
Florida,2021-09-19,441054934.1,Beverages
Florida,2021-09-26,443549009.09999996,Beverages
Florida,2021-10-01,402837256.09999996,Beverages
Florida,2021-10-10,658073955.6,Beverages
Florida,2021-10-17,649087749.0,Beverages
Florida,2021-10-24,636492809.7,Beverages
Florida,2021-10-31,639670899.0999999,Beverages
Florida,2021-11-04,431834953.3,Beverages
Florida,2021-11-07,445551996.1,Beverages
Florida,2021-11-14,641627351.9999999,Beverages
Florida,2021-11-21,647095618.3,Beverages
Florida,2021-11-28,580412387.6,Beverages
Florida,2021-12-09,434420849.0,Beverages
Florida,2021-12-12,621894064.2,Beverages
Florida,2021-12-19,657419273.2,Beverages
Florida,2021-12-26,637666451.5,Beverages
Florida,2022-01-05,702046035.3,Beverages
Florida,2022-01-16,632875897.6999999,Beverages
Florida,2022-01-23,621955678.9,Beverages
Florida,2022-01-30,628041475.9000001,Beverages
Florida,2022-02-01,646500603.6999999,Beverages
Florida,2022-02-10,693030079.2,Beverages
Florida,2022-02-13,645108903.8000001,Beverages
Florida,2022-02-20,659433678.3,Beverages
Florida,2022-02-27,689853278.4,Beverages
Florida,2022-03-04,700061265.4,Beverages
Florida,2022-03-07,735338902.0000001,Beverages
Florida,2022-03-13,690230809.8000001,Beverages
Florida,2022-03-20,689715125.8000001,Beverages
Florida,2022-03-27,705833671.7,Beverages
Florida,2022-04-09,681125303.6,Beverages
Florida,2022-04-12,672178981.0,Beverages
Florida,2022-04-17,700335011.4,Beverages
Florida,2022-04-24,691133574.2,Beverages
Florida,2022-05-06,697035015.9,Beverages
Florida,2022-05-15,699768169.7,Beverages
Florida,2022-05-22,717341218.4000001,Beverages
Florida,2022-05-29,729620556.1999999,Beverages
Florida,2022-06-02,637532932.2,Beverages
Florida,2022-06-03,690201657.4,Beverages
Florida,2022-06-11,699055504.2,Beverages
Florida,2022-06-19,707407753.4,Beverages
Florida,2022-06-26,711378457.5,Beverages
Florida,2022-07-08,716789624.2999998,Beverages
Florida,2022-07-17,705424400.4,Beverages
Florida,2022-07-24,707109542.3000001,Beverages
Florida,2022-07-31,711378169.6999999,Beverages
Florida,2022-08-05,715244615.1,Beverages
Florida,2022-08-14,706877465.6999999,Beverages
Florida,2022-08-21,725848243.8,Beverages
Florida,2022-08-28,782741439.9999999,Beverages
Florida,2022-09-01,629065724.6999999,Beverages
Florida,2022-09-10,688756402.9,Beverages
Florida,2022-09-18,670728453.3999999,Beverages
Florida,2022-09-25,755860884.3000001,Beverages
Florida,2022-10-04,708494981.6,Beverages
Florida,2022-10-07,681830724.3000001,Beverages
Florida,2022-10-16,700430109.6999999,Beverages
Florida,2022-10-23,687631033.3,Beverages
Florida,2022-10-30,693609730.9000001,Beverages
Florida,2022-11-09,667077992.1,Beverages
Florida,2022-11-12,686888529.1,Beverages
Florida,2022-11-13,673068717.7,Beverages
Florida,2022-11-20,714995052.5,Beverages
Florida,2022-11-27,627978196.3000001,Beverages
Florida,2022-12-06,697115836.3000001,Beverages
Florida,2022-12-18,710659033.4000001,Beverages
Florida,2022-12-25,705162943.0999999,Beverages
Florida,2023-01-01,684937805.6,Beverages
Florida,2023-01-15,682750236.9999999,Beverages
Florida,2023-01-22,669250018.4000001,Beverages
Florida,2023-01-29,674965744.6999999,Beverages
Florida,2023-02-04,758696511.7,Beverages
Florida,2023-02-19,713110008.2,Beverages
Florida,2023-02-26,742464645.7,Beverages
Florida,2023-03-19,789712001.3,Beverages
Florida,2023-03-26,744549563.8,Beverages
Florida,2023-04-16,733380085.9,Beverages
Florida,2023-04-23,732692297.5999999,Beverages
Florida,2023-04-30,740510455.3,Beverages
Florida,2023-05-02,697150558.4,Beverages
Florida,2023-05-03,771680292.9,Beverages
Florida,2023-07-05,756307224.6999999,Beverages
Florida,2023-08-01,681025298.5000001,Beverages
Florida,2023-09-04,743252354.1,Beverages
Florida,2023-12-02,705981954.3,Beverages
Florida,2023-12-03,831072061.1999999,Beverages
Georgia,2019-01-12,198967926.5,Beverages
Georgia,2019-03-11,204848830.2,Beverages
Georgia,2019-06-10,234203405.8,Beverages
Georgia,2019-08-12,200151766.39999998,Beverages
Georgia,2019-10-11,202242822.9,Beverages
Georgia,2019-10-13,222103635.0,Beverages
Georgia,2019-10-20,212086739.8,Beverages
Georgia,2019-10-27,203641241.0,Beverages
Georgia,2019-11-17,201290192.6,Beverages
Georgia,2019-11-24,208396413.5,Beverages
Georgia,2019-12-15,200972764.70000002,Beverages
Georgia,2019-12-22,216037052.2,Beverages
Georgia,2019-12-29,198566369.5,Beverages
Georgia,2020-01-03,210589114.6,Beverages
Georgia,2020-01-11,222344498.5,Beverages
Georgia,2020-01-19,199106822.2,Beverages
Georgia,2020-01-26,193934424.7,Beverages
Georgia,2020-02-02,200642375.6,Beverages
Georgia,2020-02-08,248666926.3,Beverages
Georgia,2020-02-16,196362471.10000002,Beverages
Georgia,2020-02-23,194551781.8,Beverages
Georgia,2020-03-05,232382555.5,Beverages
Georgia,2020-03-15,248795257.3,Beverages
Georgia,2020-03-22,232566669.9,Beverages
Georgia,2020-03-29,214214934.0,Beverages
Georgia,2020-04-10,237617892.0,Beverages
Georgia,2020-04-19,218540152.1,Beverages
Georgia,2020-04-26,218926836.5,Beverages
Georgia,2020-05-01,193036456.1,Beverages
Georgia,2020-05-04,222801139.4,Beverages
Georgia,2020-05-07,255137713.70000002,Beverages
Georgia,2020-05-17,239786256.29999998,Beverages
Georgia,2020-05-24,248894329.89999998,Beverages
Georgia,2020-05-31,235973653.8,Beverages
Georgia,2020-06-09,249712778.3,Beverages
Georgia,2020-06-12,208040534.0,Beverages
Georgia,2020-06-14,234400321.4,Beverages
Georgia,2020-06-21,239868510.7,Beverages
Georgia,2020-06-28,244150499.89999998,Beverages
Georgia,2020-07-06,235192872.7,Beverages
Georgia,2020-07-19,251597266.5,Beverages
Georgia,2020-07-26,248674782.1,Beverages
Georgia,2020-08-03,216011116.7,Beverages
Georgia,2020-08-11,220289341.3,Beverages
Georgia,2020-08-16,255956751.5,Beverages
Georgia,2020-08-23,245783094.5,Beverages
Georgia,2020-08-30,243810935.5,Beverages
Georgia,2020-09-02,201281094.7,Beverages
Georgia,2020-09-08,252157408.7,Beverages
Georgia,2020-09-13,244525535.9,Beverages
Georgia,2020-09-20,235833613.29999998,Beverages
Georgia,2020-09-27,235304027.20000002,Beverages
Georgia,2020-10-05,233306057.6,Beverages
Georgia,2020-10-18,223960845.9,Beverages
Georgia,2020-10-25,224262382.70000002,Beverages
Georgia,2020-11-10,228323938.29999998,Beverages
Georgia,2020-11-15,219240355.2,Beverages
Georgia,2020-11-22,229627656.29999998,Beverages
Georgia,2020-11-29,216485518.0,Beverages
Georgia,2020-12-01,200613877.5,Beverages
Georgia,2020-12-04,214020656.29999998,Beverages
Georgia,2020-12-07,238917136.29999998,Beverages
Georgia,2020-12-13,215266326.60000002,Beverages
Georgia,2020-12-20,226573996.89999998,Beverages
Georgia,2020-12-27,214648293.70000002,Beverages
Georgia,2021-01-08,272363199.8,Beverages
Georgia,2021-01-17,214238532.3,Beverages
Georgia,2021-01-24,208876209.79999998,Beverages
Georgia,2021-01-31,212596582.6,Beverages
Georgia,2021-02-05,247764853.1,Beverages
Georgia,2021-02-14,210672516.6,Beverages
Georgia,2021-02-21,206944928.10000002,Beverages
Georgia,2021-02-28,225430197.6,Beverages
Georgia,2021-03-01,208934978.8,Beverages
Georgia,2021-03-10,369777976.5,Beverages
Georgia,2021-03-14,267795168.8,Beverages
Georgia,2021-03-21,252912762.6,Beverages
Georgia,2021-03-28,232747665.8,Beverages
Georgia,2021-04-04,242501063.5,Beverages
Georgia,2021-04-07,274063879.0,Beverages
Georgia,2021-04-18,237770628.8,Beverages
Georgia,2021-04-25,234825958.4,Beverages
Georgia,2021-05-09,271945813.8,Beverages
Georgia,2021-05-12,329236652.40000004,Beverages
Georgia,2021-05-16,249325086.8,Beverages
Georgia,2021-05-23,258169301.1,Beverages
Georgia,2021-05-30,259966082.5,Beverages
Georgia,2021-06-06,255134239.0,Beverages
Georgia,2021-06-13,253894710.2,Beverages
Georgia,2021-06-20,258893196.0,Beverages
Georgia,2021-06-27,253975877.1,Beverages
Georgia,2021-07-02,213638443.5,Beverages
Georgia,2021-07-03,229526110.20000002,Beverages
Georgia,2021-07-11,336660308.7,Beverages
Georgia,2021-07-18,266538613.8,Beverages
Georgia,2021-07-25,265685591.39999998,Beverages
Georgia,2021-08-08,270212454.3,Beverages
Georgia,2021-08-15,272436319.3,Beverages
Georgia,2021-08-22,260774672.8,Beverages
Georgia,2021-08-29,261886848.4,Beverages
Georgia,2021-09-05,249585216.6,Beverages
Georgia,2021-09-19,247987379.1,Beverages
Georgia,2021-09-26,244814211.5,Beverages
Georgia,2021-10-01,214363911.5,Beverages
Georgia,2021-10-10,356385300.9,Beverages
Georgia,2021-10-17,358048744.40000004,Beverages
Georgia,2021-10-24,348127397.20000005,Beverages
Georgia,2021-10-31,346260582.09999996,Beverages
Georgia,2021-11-04,230404564.7,Beverages
Georgia,2021-11-07,252953399.60000002,Beverages
Georgia,2021-11-14,344501414.29999995,Beverages
Georgia,2021-11-21,354222036.4,Beverages
Georgia,2021-11-28,328540754.40000004,Beverages
Georgia,2021-12-09,256028111.5,Beverages
Georgia,2021-12-12,333122176.2,Beverages
Georgia,2021-12-19,352359919.0,Beverages
Georgia,2021-12-26,337901544.6,Beverages
Georgia,2022-01-05,386374892.5,Beverages
Georgia,2022-01-16,347151522.7,Beverages
Georgia,2022-01-23,327200418.40000004,Beverages
Georgia,2022-01-30,336182789.3,Beverages
Georgia,2022-02-01,328585373.9,Beverages
Georgia,2022-02-10,400501219.2,Beverages
Georgia,2022-02-13,333802364.70000005,Beverages
Georgia,2022-02-20,328715272.2,Beverages
Georgia,2022-02-27,352766122.8,Beverages
Georgia,2022-03-04,363376986.6,Beverages
Georgia,2022-03-07,402606622.59999996,Beverages
Georgia,2022-03-13,360956609.90000004,Beverages
Georgia,2022-03-20,359985779.09999996,Beverages
Georgia,2022-03-27,364039432.9,Beverages
Georgia,2022-04-09,407907754.7,Beverages
Georgia,2022-04-12,350833583.2,Beverages
Georgia,2022-04-17,374126939.90000004,Beverages
Georgia,2022-04-24,367838163.1999999,Beverages
Georgia,2022-05-06,381414562.49999994,Beverages
Georgia,2022-05-15,383504530.59999996,Beverages
Georgia,2022-05-22,410982914.59999996,Beverages
Georgia,2022-05-29,401053272.1,Beverages
Georgia,2022-06-02,337213215.40000004,Beverages
Georgia,2022-06-03,358685338.7,Beverages
Georgia,2022-06-11,361574736.0,Beverages
Georgia,2022-06-19,402468012.9,Beverages
Georgia,2022-06-26,395036684.90000004,Beverages
Georgia,2022-07-08,406489668.29999995,Beverages
Georgia,2022-07-17,390307593.0,Beverages
Georgia,2022-07-24,388923197.6,Beverages
Georgia,2022-07-31,403928381.5,Beverages
Georgia,2022-08-05,385078069.3,Beverages
Georgia,2022-08-14,411516993.00000006,Beverages
Georgia,2022-08-21,397965156.5,Beverages
Georgia,2022-08-28,402234121.8,Beverages
Georgia,2022-09-01,329252569.3,Beverages
Georgia,2022-09-10,376048075.8000001,Beverages
Georgia,2022-09-18,391431160.99999994,Beverages
Georgia,2022-09-25,395074476.5,Beverages
Georgia,2022-10-04,364285112.6,Beverages
Georgia,2022-10-07,383730360.1999999,Beverages
Georgia,2022-10-16,376757118.20000005,Beverages
Georgia,2022-10-23,368951982.1,Beverages
Georgia,2022-10-30,363390718.4,Beverages
Georgia,2022-11-09,394161386.59999996,Beverages
Georgia,2022-11-12,353241000.2,Beverages
Georgia,2022-11-13,360856331.20000005,Beverages
Georgia,2022-11-20,373185740.4,Beverages
Georgia,2022-11-27,358143173.59999996,Beverages
Georgia,2022-12-06,381382226.9,Beverages
Georgia,2022-12-18,373390982.00000006,Beverages
Georgia,2022-12-25,379725854.4,Beverages
Georgia,2023-01-01,346758543.5,Beverages
Georgia,2023-01-15,359865758.8,Beverages
Georgia,2023-01-22,342184672.00000006,Beverages
Georgia,2023-01-29,347824435.0,Beverages
Georgia,2023-02-04,387840198.2,Beverages
Georgia,2023-02-19,352448461.59999996,Beverages
Georgia,2023-02-26,369505222.20000005,Beverages
Georgia,2023-03-19,386918415.1,Beverages
Georgia,2023-03-26,374538068.0,Beverages
Georgia,2023-04-16,382272127.09999996,Beverages
Georgia,2023-04-23,387642647.7,Beverages
Georgia,2023-04-30,395601558.59999996,Beverages
Georgia,2023-05-02,350918543.6,Beverages
Georgia,2023-05-03,379897875.7,Beverages
Georgia,2023-07-05,404105159.3,Beverages
Georgia,2023-08-01,346855321.50000006,Beverages
Georgia,2023-09-04,367936366.6,Beverages
Georgia,2023-12-02,357158483.2,Beverages
Georgia,2023-12-03,405494385.6,Beverages
Illinois,2019-01-12,167913696.79999998,Beverages
Illinois,2019-03-11,169707087.1,Beverages
Illinois,2019-06-10,181091999.3,Beverages
Illinois,2019-08-12,173166397.0,Beverages
Illinois,2019-10-11,172375680.9,Beverages
Illinois,2019-10-13,179473338.89999998,Beverages
Illinois,2019-10-20,171747244.7,Beverages
Illinois,2019-10-27,169394536.70000002,Beverages
Illinois,2019-11-17,175223242.79999998,Beverages
Illinois,2019-11-24,177531815.9,Beverages
Illinois,2019-12-15,177846809.0,Beverages
Illinois,2019-12-22,191928058.0,Beverages
Illinois,2019-12-29,171748546.2,Beverages
Illinois,2020-01-03,177994077.1,Beverages
Illinois,2020-01-11,179673231.6,Beverages
Illinois,2020-01-19,169757178.3,Beverages
Illinois,2020-01-26,165295901.2,Beverages
Illinois,2020-02-02,171263874.5,Beverages
Illinois,2020-02-08,201691235.7,Beverages
Illinois,2020-02-16,166798754.79999998,Beverages
Illinois,2020-02-23,169047636.1,Beverages
Illinois,2020-03-05,189455075.70000002,Beverages
Illinois,2020-03-15,219442898.5,Beverages
Illinois,2020-03-22,199431897.8,Beverages
Illinois,2020-03-29,165303611.3,Beverages
Illinois,2020-04-10,186846617.70000002,Beverages
Illinois,2020-04-19,187133888.70000002,Beverages
Illinois,2020-04-26,182357647.7,Beverages
Illinois,2020-05-01,167140896.9,Beverages
Illinois,2020-05-04,181787540.5,Beverages
Illinois,2020-05-07,225472692.60000002,Beverages
Illinois,2020-05-17,192199667.6,Beverages
Illinois,2020-05-24,200253494.5,Beverages
Illinois,2020-05-31,194605742.4,Beverages
Illinois,2020-06-09,197631547.79999998,Beverages
Illinois,2020-06-12,177749652.9,Beverages
Illinois,2020-06-14,203480045.3,Beverages
Illinois,2020-06-21,202414362.8,Beverages
Illinois,2020-06-28,206700072.20000002,Beverages
Illinois,2020-07-06,204592724.8,Beverages
Illinois,2020-07-19,206801534.7,Beverages
Illinois,2020-07-26,198012496.29999998,Beverages
Illinois,2020-08-03,185463112.4,Beverages
Illinois,2020-08-11,183691947.9,Beverages
Illinois,2020-08-16,201018393.29999998,Beverages
Illinois,2020-08-23,198010028.39999998,Beverages
Illinois,2020-08-30,202292392.0,Beverages
Illinois,2020-09-02,169341635.7,Beverages
Illinois,2020-09-08,205098054.20000002,Beverages
Illinois,2020-09-13,188541211.2,Beverages
Illinois,2020-09-20,187393954.2,Beverages
Illinois,2020-09-27,184003042.20000002,Beverages
Illinois,2020-10-05,191978796.9,Beverages
Illinois,2020-10-18,182486649.0,Beverages
Illinois,2020-10-25,176608689.79999998,Beverages
Illinois,2020-11-10,189641772.5,Beverages
Illinois,2020-11-15,184675765.8,Beverages
Illinois,2020-11-22,190376092.79999998,Beverages
Illinois,2020-11-29,176420194.2,Beverages
Illinois,2020-12-01,172692448.70000002,Beverages
Illinois,2020-12-04,190544085.9,Beverages
Illinois,2020-12-07,209603297.7,Beverages
Illinois,2020-12-13,185424145.79999998,Beverages
Illinois,2020-12-20,191245120.4,Beverages
Illinois,2020-12-27,182005350.5,Beverages
Illinois,2021-01-08,215890758.1,Beverages
Illinois,2021-01-17,176009847.8,Beverages
Illinois,2021-01-24,173498389.0,Beverages
Illinois,2021-01-31,178906159.9,Beverages
Illinois,2021-02-05,205547366.1,Beverages
Illinois,2021-02-14,173567181.4,Beverages
Illinois,2021-02-21,174743017.1,Beverages
Illinois,2021-02-28,182399000.6,Beverages
Illinois,2021-03-01,175411413.60000002,Beverages
Illinois,2021-03-10,296380377.70000005,Beverages
Illinois,2021-03-14,227953426.3,Beverages
Illinois,2021-03-21,207344505.5,Beverages
Illinois,2021-03-28,174024961.0,Beverages
Illinois,2021-04-04,196802111.29999998,Beverages
Illinois,2021-04-07,235170641.8,Beverages
Illinois,2021-04-18,191078035.7,Beverages
Illinois,2021-04-25,196608505.8,Beverages
Illinois,2021-05-09,221934069.8,Beverages
Illinois,2021-05-12,276496520.1,Beverages
Illinois,2021-05-16,199445721.9,Beverages
Illinois,2021-05-23,211622438.79999998,Beverages
Illinois,2021-05-30,215845234.4,Beverages
Illinois,2021-06-06,215831841.10000002,Beverages
Illinois,2021-06-13,223371606.60000002,Beverages
Illinois,2021-06-20,224377051.4,Beverages
Illinois,2021-06-27,206643417.0,Beverages
Illinois,2021-07-02,180591262.20000002,Beverages
Illinois,2021-07-03,194041116.7,Beverages
Illinois,2021-07-11,281852379.50000006,Beverages
Illinois,2021-07-18,211555287.4,Beverages
Illinois,2021-07-25,216729519.5,Beverages
Illinois,2021-08-08,215452540.0,Beverages
Illinois,2021-08-15,218662233.9,Beverages
Illinois,2021-08-22,220926047.5,Beverages
Illinois,2021-08-29,227183378.39999998,Beverages
Illinois,2021-09-05,203636305.1,Beverages
Illinois,2021-09-19,205718169.8,Beverages
Illinois,2021-09-26,202708357.29999998,Beverages
Illinois,2021-10-01,179843016.10000002,Beverages
Illinois,2021-10-10,295098247.49999994,Beverages
Illinois,2021-10-17,282872885.1,Beverages
Illinois,2021-10-24,278433538.7,Beverages
Illinois,2021-10-31,280869615.50000006,Beverages
Illinois,2021-11-04,197492724.6,Beverages
Illinois,2021-11-07,215153859.60000002,Beverages
Illinois,2021-11-14,290798410.5,Beverages
Illinois,2021-11-21,288337806.9,Beverages
Illinois,2021-11-28,269485167.99999994,Beverages
Illinois,2021-12-09,203910157.5,Beverages
Illinois,2021-12-12,287001795.40000004,Beverages
Illinois,2021-12-19,296964593.50000006,Beverages
Illinois,2021-12-26,285742747.7,Beverages
Illinois,2022-01-05,304066448.5,Beverages
Illinois,2022-01-16,282114330.90000004,Beverages
Illinois,2022-01-23,270482373.0,Beverages
Illinois,2022-01-30,278716822.09999996,Beverages
Illinois,2022-02-01,274788692.70000005,Beverages
Illinois,2022-02-10,312342154.2,Beverages
Illinois,2022-02-13,276682042.9000001,Beverages
Illinois,2022-02-20,268026848.2,Beverages
Illinois,2022-02-27,283594385.6,Beverages
Illinois,2022-03-04,298511322.7,Beverages
Illinois,2022-03-07,351403843.2,Beverages
Illinois,2022-03-13,292041460.3,Beverages
Illinois,2022-03-20,285403066.00000006,Beverages
Illinois,2022-03-27,284209192.79999995,Beverages
Illinois,2022-04-09,329332329.8,Beverages
Illinois,2022-04-12,292748360.0,Beverages
Illinois,2022-04-17,306965125.3000001,Beverages
Illinois,2022-04-24,289583066.3,Beverages
Illinois,2022-05-06,326723707.29999995,Beverages
