Date,State,Total,Year,Month,WeekOfYear,DayOfWeek,IsHoliday,Lag_1,Lag_7,Lag_14,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_30
2021-05-02,Indiana,138778033.3,2021,5,17,6,0,138778033.3,150372214.5,124676972.2,137703452.41428572,6272897.165369316,131628152.38666669
2021-05-09,Indiana,153501542.9,2021,5,18,6,0,138778033.3,150386321.4,127354830.9,138148484.05714288,7342042.838200236,132255726.86333331
2021-05-16,Indiana,143572669.0,2021,5,19,6,0,153501542.9,130329187.60000001,127354830.9,140040409.97142857,6666561.554772365,132737912.29666665
2021-05-23,Indiana,152381776.8,2021,5,20,6,0,143572669.0,135173535.4,125762666.6,142498730.1714286,7670047.342798928,133581451.1
2021-05-30,Indiana,156489210.4,2021,5,21,6,0,152381776.8,135173535.4,124536406.8,145543826.6,8467039.331197316,134561904.35666668
2021-06-06,Indiana,152115832.79999998,2021,6,22,6,0,156489210.4,135305520.5,129668749.5,147945299.7857143,7395306.728818625,135396578.36
2021-06-13,Indiana,157382641.4,2021,6,23,6,0,152115832.79999998,138778033.3,129668749.5,150603100.94285715,6876538.1633023,136294155.63
2021-06-20,Indiana,160605817.0,2021,6,24,6,0,157382641.4,138778033.3,150372214.5,153721355.75714284,5414150.823260585,137199926.53333333
2021-06-27,Indiana,151626563.79999998,2021,6,25,6,0,160605817.0,153501542.9,150386321.4,153453501.6,5472899.742171025,137982149.01333335
2021-07-04,Indiana,151626563.79999998,2021,7,26,6,1,151626563.79999998,143572669.0,130329187.60000001,154604058.0,3562681.063841123,138764371.4933333
2021-07-11,Indiana,195899421.69999996,2021,7,27,6,0,151626563.79999998,152381776.8,135173535.4,160820864.41428572,15842895.009069419,141027035.77666667
2021-07-18,Indiana,152121651.5,2021,7,28,6,0,195899421.69999996,156489210.4,135173535.4,160196927.42857143,16125404.03061777,141660460.46666667
2021-07-25,Indiana,154413738.20000002,2021,7,29,6,0,152121651.5,152115832.79999998,135305520.5,160525199.62857142,15955974.741459029,142467658.87666667
